"gene"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"FBgn0000447"	45.2360551958748	-1.3404491034787	0.326060864254816	-4.1110395341133	3.93881745127457e-05	8.24152183210681e-05
"FBgn0000448"	916.221943550286	5.69230787875316	0.189110131538148	30.1004913510141	4.77412253990761e-199	1.44122176787604e-197
"FBgn0000449"	0.09503128069271	0.0898519296980286	4.0804728567969	0.0220199797551308	0.982432017861418	NA
"FBgn0000451"	4.53700049770513	-1.12800013556182	0.925033264496394	-1.21941575384959	0.222686433555914	0.276511970124253
"FBgn0000454"	137.580883170422	-5.33324887666193	0.416688100650207	-12.7991388963108	1.65779280275974e-37	9.94768244068061e-37
"FBgn0000455"	110.926565610559	1.72338173335316	0.236942432106	7.27341961520075	3.504994008652e-13	1.1301581341429e-12
"FBgn0000459"	257.419434966681	-0.284702749670664	0.161401627510787	-1.76393976976246	0.0777421202104361	0.107046068661314
"FBgn0000463"	387.008007953601	-4.35091928456962	0.209447870980765	-20.7732800729647	7.55208334221258e-96	9.4594684940278e-95
"FBgn0000464"	643.706950327673	1.63745780665897	0.121565350677695	13.4697740559342	2.35585806707299e-41	1.49547587990747e-40
"FBgn0000473"	45.7883409315204	4.41270870212652	0.437280236393713	10.0912603288877	6.03891183665834e-24	2.70079839819256e-23
"FBgn0000477"	35.1746643896353	-0.429310572801083	0.356197922496909	-1.20525849727495	0.22810352610835	0.282455190124028
"FBgn0000479"	7905.71840051079	1.72588154187258	0.122469888900806	14.0922928677631	4.23582066535366e-45	2.872073482054e-44
"FBgn0000482"	301.687115517504	-0.875003348652417	0.151871936788232	-5.76145512565966	8.33918360776023e-09	2.21724904088568e-08
"FBgn0000489"	759.382938079136	6.93479208081377	0.236847344776161	29.2795854957449	1.88719031630427e-188	5.25430941174146e-187
"FBgn0000490"	3.80057126584095	-2.80543943938784	1.30501175094798	-2.14974266503726	0.0315755756309199	0.0469873596379807
"FBgn0000492"	100.803549113498	-3.42605832045432	0.304471144577506	-11.2524893786189	2.25146427931786e-29	1.13705294219122e-28
"FBgn0000497"	6.65919166432029	-2.18463047245104	0.905424718303046	-2.41282398004938	0.0158294621400563	0.0247734424958766
"FBgn0000499"	1171.09536835936	-0.827645913910499	0.0965498956508652	-8.57220930515923	1.0151836331996e-17	3.80013183768586e-17
"FBgn0000500"	0.805326003903405	2.52752595408942	2.522592450905	1.00195572740363	0.316364975815176	NA
"FBgn0000504"	14.9526297959262	-2.40442152792549	0.611486568264628	-3.93209213858798	8.42097755240084e-05	0.000171239821675784
"FBgn0000520"	96.838485421928	-0.551149861786597	0.20377504982624	-2.7046974703555	0.00683666214839442	0.011319304900446
"FBgn0000524"	211.603284589325	-5.59825068126088	0.369694633120526	-15.1429049267149	8.4401676342611e-52	6.22984076685467e-51
"FBgn0000527"	10.3236808497755	3.58073846811841	0.745450744459948	4.80345414466321	1.55951616990809e-06	3.62224341430782e-06
"FBgn0000529"	126.518785578631	-1.2254543723638	0.213386143423549	-5.7428957321348	9.30710407895394e-09	2.46423866805908e-08
"FBgn0000533"	1.21077894955513	1.96315155233121	1.85100735985249	1.06058549247889	0.288878318463507	0.34688563669645
"FBgn0000535"	2119.95172479514	3.18759387951969	0.12179201049271	26.1724382956178	5.47467583364934e-151	1.13583670239825e-149
"FBgn0000536"	439.650009902205	0.892357666726847	0.132125974615876	6.75383980569421	1.43982721589706e-11	4.35391758279282e-11
"FBgn0000541"	8647.62108063808	-0.197708326757291	0.0929326625412964	-2.12743637544481	0.0333838424840748	0.0494795414668807
"FBgn0000542"	28.9510092851635	-4.54227304690398	0.726164197753769	-6.25515972965139	3.97109264185765e-10	1.12813461861074e-09
"FBgn0000543"	249.537233675596	0.672694595250535	0.171453161687011	3.92348900791077	8.72757491999334e-05	0.000177306706361377
"FBgn0000546"	5206.46250941232	2.34091798133471	0.124216341360271	18.8454913073412	3.19980492777343e-79	3.32254140664552e-78
"FBgn0000547"	3795.93863793511	0.265107616824592	0.0806504315486125	3.2871196314033	0.00101217824581904	0.00185123887130994
"FBgn0000551"	3.44053644186374	-1.92037113428423	1.16053367411311	-1.65473107512524	0.0979790606210835	0.132234203754211
"FBgn0000552"	1.1664698374094	-0.543215822515561	1.69520239187445	-0.320443048640881	0.748632496452516	0.786236044109761
"FBgn0000556"	19099.66508354	-5.3799378891322	0.124031271175922	-43.3756571074844	0	0
"FBgn0000557"	10767.7110077897	-2.01247112628313	0.112482096983555	-17.8914794465235	1.37411147455143e-71	1.29313275105116e-70
"FBgn0000559"	8285.88145721454	-0.0144396444298833	0.11280363659525	-0.128006905324286	0.898143508342853	0.913269778045287
"FBgn0000560"	1.61457182853027	-3.61702750778255	1.70275841631138	-2.12421649080318	0.0336520448971228	0.0498426855718548
"FBgn0000562"	118.247359445078	1.19357802836147	0.19257139088873	6.19810670137983	5.71463962716942e-10	1.61025778901913e-09
"FBgn0000564"	0	NA	NA	NA	NA	NA
"FBgn0000565"	103.816270382428	1.26073846973639	0.221080445181772	5.70262317275423	1.17977601823174e-08	3.10608840468802e-08
"FBgn0000566"	64.6846567813149	-1.69867867864642	0.275307377067579	-6.17011682265762	6.82395552352224e-10	1.91680737091724e-09
"FBgn0000567"	2693.71334786297	3.3898483381509	0.128864862034479	26.3054511884235	1.66120880130401e-152	3.52130394233021e-151
"FBgn0000568"	24154.3291552054	0.425627556275142	0.118246036606128	3.59950801304984	0.000318819809336129	0.000613932358167959
"FBgn0000575"	4251.19761924017	-0.0683912638097844	0.0937484512914379	-0.729518865300238	0.465684332148227	0.526202241362317
"FBgn0000576"	34.0947199302286	-3.58566267707222	0.519048323598798	-6.90814807417389	4.91021321936677e-12	1.51464011103716e-11
"FBgn0000577"	22.9203026741848	-3.66701015752312	0.668688173872994	-5.48388666167678	4.16081400013333e-08	1.06189190357238e-07
"FBgn0000578"	3068.15848429473	-2.09854759494265	0.0915429000052093	-22.9241983247552	2.66594357684521e-116	4.09884057515815e-115
"FBgn0000579"	4602.75469429923	2.0981310599822	0.0820717412912524	25.5645978380848	3.77876762359679e-144	7.33039993696655e-143
"FBgn0000581"	5539.38725057276	-0.135265559301435	0.0761806122844729	-1.7755903404442	0.075800463283284	0.104667554786773
"FBgn0000588"	261.365272458466	3.38220806949456	0.168975528928882	20.015963796261	3.9982941400722e-89	4.70642575283197e-88
"FBgn0000591"	459.98948629467	-5.94142577556668	0.310349036771689	-19.1443345124269	1.07908373555628e-81	1.14594001047661e-80
"FBgn0000592"	0.130189703970013	0.0898519296980286	4.0804728567969	0.0220199797551308	0.982432017861418	NA
"FBgn0000594"	0.372029922372596	1.05164571105851	3.20850893925964	0.327767736031669	0.743087283796508	NA
"FBgn0000606"	10.0554322608223	-2.89884706474702	0.808580632837516	-3.58510573592917	0.000336941666705423	0.000647668054387978
"FBgn0000611"	2632.90853813587	0.313044732799095	0.118180873209199	2.64886122684977	0.00807634874400698	0.013235211947521
"FBgn0000615"	9.42863615118462	-1.75561579787053	0.719455029578578	-2.44020227212657	0.0146790402203129	0.0230805625819609
"FBgn0000617"	73.4228204119692	-3.44487073500206	0.346202779493261	-9.95044216584378	2.51065190974295e-23	1.10220490498397e-22
"FBgn0000618"	48.925488823773	-2.23169342958463	0.343677806169268	-6.49356283566789	8.38297776378967e-11	2.45951029285961e-10
"FBgn0000625"	0.923367352004821	-1.42384153984914	1.96914952308792	-0.723074364417155	0.469634198068995	NA
"FBgn0000629"	217.583340355658	-0.833927303984301	0.1546458067264	-5.39249864989672	6.94846218293128e-08	1.74556154932124e-07
"FBgn0000633"	4987.15913776101	1.37923483773178	0.121798057835205	11.3239477069324	9.98709707502903e-30	5.07957085969413e-29
"FBgn0000635"	2137.78072448527	-1.06427034450767	0.0869837448414332	-12.2352785160926	2.01412785028428e-34	1.13626414734935e-33
"FBgn0000636"	1393.86688516262	1.10521430135273	0.12674213952197	8.72018024566448	2.77759268129517e-18	1.0619277319772e-17
"FBgn0000639"	0.702748399599623	-2.413004566534	2.23215835975438	-1.08101853794975	0.279688867552102	NA
"FBgn0000640"	0.122116726304163	0.0898519296980286	4.0804728567969	0.0220199797551308	0.982432017861418	NA
"FBgn0000644"	7.09691633449914	-5.76260987382065	1.31990050625771	-4.36594261953824	1.2657570727601e-05	2.76092779804198e-05
"FBgn0000658"	18.0059790108276	-7.10225972472362	1.23542162753934	-5.74885493859258	8.98498622057623e-09	2.38247340025988e-08
"FBgn0000659"	1767.80777955239	0.091406475148634	0.136330823451606	0.670475486279746	0.502554728206331	0.561663442599152
"FBgn0000662"	1427.04612356653	-0.0261555684232076	0.0983721809099123	-0.265883791345039	0.790328708557282	0.821993867305246
"FBgn0000667"	1329.77107880416	-2.20728491198551	0.106356873230595	-20.7535709253114	1.13815970202267e-95	1.41900258905309e-94
"FBgn0000709"	491.518548524736	0.471610409747361	0.156526164061098	3.01298132856099	0.00258694833483967	0.00451696730374037
"FBgn0000711"	1550.67685269187	2.67215453508535	0.0977092537267053	27.3480190787191	1.14009708825694e-164	2.69288426538402e-163
"FBgn0000715"	3.19240982165909	1.58474218387572	1.08482162783149	1.46083203286014	0.144061542640094	0.187618686227955
"FBgn0000719"	24.3327947220744	-3.05280815955673	0.534923865081375	-5.70699562841961	1.14987734339217e-08	3.02885583564599e-08
"FBgn0000721"	31.2592878837179	-3.4555368885137	0.530605842683446	-6.51243655938264	7.39414467087362e-11	2.17414152607055e-10
"FBgn0000723"	295.720838675961	-2.74852656898155	0.181451862879574	-15.1474144457017	7.88064358170258e-52	5.82484708201909e-51
"FBgn0000808"	15.2681377125623	-6.86636959730719	1.24906635740717	-5.49720161510116	3.85865452673474e-08	9.86416750685496e-08
"FBgn0000810"	467.213016967427	-0.0700245309923789	0.130782252571319	-0.535428390439999	0.592353662721268	0.646888000535054
"FBgn0000826"	0.382496134244189	-1.52171498201573	3.11747723906601	-0.488123846726666	0.625462120963646	NA
"FBgn0000927"	0.582367218705615	-0.434476602937661	2.28476006079585	-0.190162901738715	0.84918148075856	NA
"FBgn0000928"	0.787335691153133	-2.60908070104436	2.48047250438425	-1.05184826537395	0.292869170862075	NA
"FBgn0000964"	239.017131986377	0.120371638627236	0.149907394426384	0.802973322882662	0.421990153880597	0.483643828917007
"FBgn0000996"	122.857484343824	-1.2390584522317	0.200611640331145	-6.17640357352352	6.5578230161129e-10	1.84349788004618e-09
"FBgn0001075"	97.6547794414619	-3.77179192906548	0.322991572663639	-11.6776790736686	1.6575982724294e-31	8.77115146912789e-31
"FBgn0001077"	3.12819494075259	-1.74831021012098	1.31987513797802	-1.32460272931522	0.185302950203357	0.235118158894389
"FBgn0001078"	18359.8936636787	7.62491093183407	0.130137998535419	58.5909651112301	0	0
"FBgn0001079"	197.650026509226	-0.486770430190677	0.154462419421006	-3.15138421381272	0.00162498576633452	0.0029062609470456
